post_id,timestamp,risk_level,combined_score,substance_score,distress_score,behavior_score,evidence,substances,method,routing
,2012-04-25,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-06-06,low,0.227,0.0,0.65,0.0,"[""Distress: craving (phrases: need it)""]",[],rule_based,send_to_llm
,2017-03-13,high,0.557,0.75,0.95,0.0,"[""Substance: methadone (weight=0.75, ctx=active)"", ""Urgency language: 1 pattern(s) matched""]","[""methadone""]",rule_based,send_to_llm
,2008-04-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-12-04,low,0.255,0.85,0.0,0.0,"[""Substance: percocet (weight=0.85, ctx=active)""]","[""percocet""]",rule_based,send_to_llm
,2012-02-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-06,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: withdrawals)"", ""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2008-04-19,low,0.18,0.6,0.0,0.0,"[""Substance: suboxone (weight=0.60, ctx=active)""]","[""suboxone""]",rule_based,send_to_llm
,2013-10-31,medium,0.333,0.12,0.85,0.0,"[""Substance: suboxone (weight=0.12, ctx=negated)"", ""Distress: withdrawal (phrases: withdrawals)""]","[""suboxone""]",rule_based,send_to_llm
,2016-06-24,low,0.051,0.17,0.0,0.0,"[""Substance: oxycodone (weight=0.17, ctx=negated)""]","[""oxycodone""]",rule_based,rule_based_low
,2011-11-02,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2010-02-12,low,0.112,0.375,0.0,0.0,"[""Substance: methadone (weight=0.38, ctx=past tense)""]","[""methadone""]",rule_based,rule_based_low
,2011-09-25,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-11-28,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-09-09,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: sick)""]",[],rule_based,send_to_llm
,2017-10-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-02-10,low,0.24,0.8,0.0,0.0,"[""Substance: cocaine (weight=0.80, ctx=active)""]","[""cocaine""]",rule_based,send_to_llm
,2016-12-16,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2012-10-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-11-07,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-10-14,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-02-13,low,0.252,0.08,0.65,0.0,"[""Substance: vicodin (weight=0.08, ctx=negated)"", ""Distress: craving (phrases: need it)""]","[""vicodin""]",rule_based,send_to_llm
,2016-05-05,medium,0.332,0.0,0.95,0.0,"[""Urgency language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2014-11-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-10-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-01-11,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2013-07-12,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-11-28,low,0.105,0.35,0.0,0.0,"[""Substance: xanax (weight=0.35, ctx=past tense)""]","[""xanax""]",rule_based,rule_based_low
,2016-03-01,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-03-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-04-05,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-11-21,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-11-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-07-17,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-08-22,low,0.262,0.0,0.75,0.0,"[""Distress: hopelessness (phrases: gave up)""]",[],rule_based,send_to_llm
,2011-12-27,low,0.051,0.17,0.0,0.0,"[""Substance: percocet (weight=0.17, ctx=negated)""]","[""percocet""]",rule_based,rule_based_low
,2012-03-17,medium,0.47,0.75,0.7,0.0,"[""Substance: methadone (weight=0.75, ctx=active)"", ""Escalation language: 1 pattern(s) matched""]","[""methadone""]",rule_based,send_to_llm
,2014-04-01,low,0.21,0.7,0.0,0.0,"[""Substance: xanax (weight=0.70, ctx=active)""]","[""xanax""]",rule_based,send_to_llm
,2008-08-23,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-09-05,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-10-23,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2011-04-16,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-04-20,low,0.06,0.2,0.0,0.0,"[""Substance: klonopin (weight=0.20, ctx=past tense)""]","[""klonopin""]",rule_based,rule_based_low
,2013-04-30,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-06-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-03-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-11-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-03-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-01-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-11-01,low,0.245,0.0,0.7,0.0,"[""Escalation language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2014-05-17,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-09-21,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-04-04,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-09-28,low,0.051,0.17,0.0,0.0,"[""Substance: oxycodone (weight=0.17, ctx=negated)""]","[""oxycodone""]",rule_based,rule_based_low
,2010-10-19,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-07-03,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: withdrawals)"", ""Distress: desperation (phrases: need more)"", ""Escalation language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2015-03-15,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2017-07-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-02-24,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-04-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-10-08,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-03-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-05-31,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-07-10,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-03-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-09-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-11-23,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-07-26,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-07-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-11-22,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: sick)""]",[],rule_based,send_to_llm
,2014-09-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-02-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-07-25,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-07-27,low,0.262,0.0,0.75,0.0,"[""Distress: hopelessness (phrases: hopeless)""]",[],rule_based,send_to_llm
,2010-08-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-10-04,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-02-23,low,0.18,0.6,0.0,0.0,"[""Substance: suboxone (weight=0.60, ctx=active)""]","[""suboxone""]",rule_based,send_to_llm
,2016-08-31,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2015-12-10,low,0.03,0.1,0.0,0.0,"[""Substance: adderall (weight=0.10, ctx=negated)""]","[""adderall""]",rule_based,rule_based_low
,2011-09-15,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-06-17,low,0.297,0.0,0.0,0.85,"[""Behavior: dose_manipulation (1 pattern match)""]",[],rule_based,send_to_llm
,2010-06-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2008-07-28,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-05-30,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-08-23,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-02-03,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-04-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-10-04,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-12-03,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2017-11-14,low,0.27,0.9,0.0,0.0,"[""Substance: withdrawal (weight=0.90, ctx=active)""]","[""withdrawal""]",rule_based,send_to_llm
,2010-07-26,low,0.28,0.0,0.8,0.0,"[""Distress: desperation (phrases: out of)""]",[],rule_based,send_to_llm
,2011-08-30,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2016-07-06,low,0.245,0.0,0.7,0.0,"[""Escalation language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2010-06-25,low,0.042,0.14,0.0,0.0,"[""Substance: xanax (weight=0.14, ctx=negated)""]","[""xanax""]",rule_based,rule_based_low
,2016-11-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-08-14,low,0.227,0.0,0.65,0.0,"[""Distress: craving (phrases: need it)""]",[],rule_based,send_to_llm
,2013-11-23,medium,0.356,0.08,0.95,0.0,"[""Substance: klonopin (weight=0.08, ctx=negated)"", ""Urgency language: 1 pattern(s) matched""]","[""klonopin""]",rule_based,send_to_llm
,2015-07-26,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-09-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-07-14,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-03-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2010-08-09,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-11-01,low,0.245,0.0,0.7,0.0,"[""Escalation language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2012-12-02,medium,0.332,0.0,0.95,0.0,"[""Urgency language: 1 pattern(s) matched""]",[],rule_based,send_to_llm
,2009-04-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-16,high,0.725,0.2,0.95,0.95,"[""Substance: methadone (weight=0.15, ctx=negated)"", ""Substance: suboxone (weight=0.12, ctx=negated)"", ""Substance: heroin (weight=0.20, ctx=negated)"", ""Substance: oxycodone (weight=0.17, ctx=negated)"", ""Distress: withdrawal (phrases: sick)"", ""Urgency language: 1 pattern(s) matched"", ""Behavior: route_of_administration (1 pattern match)""]","[""methadone"", ""suboxone"", ""heroin"", ""oxycodone""]",rule_based,rule_based_high
,2014-06-22,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-08-30,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-10-20,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-02-08,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2017-01-18,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-06-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-11-20,low,0.297,0.0,0.85,0.0,"[""Distress: craving (phrases: craving)"", ""Distress: withdrawal (phrases: sick)""]",[],rule_based,send_to_llm
,2013-10-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2012-09-10,low,0.042,0.14,0.0,0.0,"[""Substance: xanax (weight=0.14, ctx=negated)""]","[""xanax""]",rule_based,rule_based_low
,2014-07-06,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-05-25,low,0.03,0.1,0.0,0.0,"[""Substance: adderall (weight=0.10, ctx=negated)""]","[""adderall""]",rule_based,rule_based_low
,2017-08-08,low,0.21,0.7,0.0,0.0,"[""Substance: alcohol (weight=0.50, ctx=active)"", ""Substance: xanax (weight=0.70, ctx=active)""]","[""alcohol"", ""xanax""]",rule_based,send_to_llm
,2012-02-05,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-05-27,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2009-04-18,low,0.12,0.4,0.0,0.0,"[""Substance: klonopin (weight=0.40, ctx=active)""]","[""klonopin""]",rule_based,rule_based_low
,2013-04-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2013-07-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2014-02-03,medium,0.315,0.0,0.9,0.0,"[""Distress: relapse (phrases: back on)""]",[],rule_based,send_to_llm
,2017-03-18,low,0.297,0.0,0.85,0.0,"[""Distress: withdrawal (phrases: shaking)""]",[],rule_based,send_to_llm
,2016-07-30,medium,0.369,0.18,0.9,0.0,"[""Substance: withdrawal (weight=0.18, ctx=negated)"", ""Distress: relapse (phrases: back on)""]","[""withdrawal""]",rule_based,send_to_llm
,2013-11-13,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2015-12-29,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
,2011-12-11,low,0.0,0.0,0.0,0.0,[],[],rule_based,rule_based_low
